Id,lumo_energy
231,-3.61646844894769
232,-3.40602557801659
233,-3.61952491352072
234,-2.69584540209403
235,-3.22346646785022
236,-3.50386658087914
237,-3.57821985386357
238,-3.05864053475559
239,-3.22241264528471
240,-2.83348293797501
241,-3.52734801589974
242,-2.93420726253276
243,-3.48400225631963
244,-4.1622591916097
245,-2.96620278013574
246,-2.9088410209653
247,-3.52092080419118
248,-3.92262026720771
249,-3.24289675156141
250,-3.48169393140954
251,-2.96171251049319
252,-3.0013470579814
253,-3.88018594926131
254,-3.5756663904128
255,-3.23250553944848
256,-3.68138087754191
257,-3.07799061772182
258,-3.82015898811477
259,-3.05938066487866
260,-3.19791016154562
261,-3.53454460871399
262,-3.36675239284467
263,-3.76036605337771
264,-3.45517613879187
265,-3.67228983470332
266,-3.02752586171107
267,-3.08333994411266
268,-3.49586969395052
269,-3.58068707275755
270,-3.49261019516715
271,-3.85277974086077
272,-3.59967102874121
273,-3.82706318255607
274,-3.06366295565933
275,-2.80188450687675
276,-3.00679060257227
277,-3.30368154116731
278,-3.40509851240022
279,-3.37386881004223
280,-3.29624304128792
281,-3.02345104991689
282,-3.12647089040867
283,-3.46450981754791
284,-3.14850205023572
285,-3.77094528292434
286,-3.33907624072483
287,-3.48458228703393
288,-3.6800612231349
289,-3.49844694292703
290,-3.70873599221977
291,-2.75308483462148
292,-3.73971913423535
293,-2.98422826443039
294,-2.97464758708583
295,-3.61208261717846
296,-3.60377266245486
297,-3.44961543316078
298,-3.83436337798144
299,-2.27740564352494
300,-3.42478574218389
301,-3.10496410786737
302,-3.93426622723855
303,-2.76648689441022
304,-3.12051941011593
305,-3.41030403723773
306,-3.56393752801834
307,-3.7942912490909
308,-3.7219414141057
309,-3.0111926150136
310,-3.17812899607693
311,-2.75508250463364
312,-2.99063517388289
313,-1.98894540280778
314,-3.52839536957932
315,-3.50863199108742
316,-3.37112350309676
317,-3.52305194398609
318,-2.73785807924991
319,-3.56158322277604
320,-3.39220782820934
321,-3.59501692496194
322,-3.8479773468708
323,-3.83875972883989
324,-3.2756771285062
325,-3.17861675897271
326,-3.29439590945617
327,-3.1737123240157
328,-3.17809530591539
329,-2.96310575299812
330,-3.01987294846405
331,-3.70883255548167
332,-3.16045407354562
333,-3.14053479572372
334,-3.14608344040995
335,-2.94746360341982
336,-3.49876941722483
337,-3.13034200204651
338,-3.39500926601245
339,-3.73177665847031
340,-3.51724464998906
341,-4.06892047763947
342,-2.79962144945989
343,-3.56694977225193
344,-3.52485136045505
345,-3.46660944085599
346,-3.34284433542047
347,-3.84192110196636
348,-3.28868337047734
349,-3.39699963308738
350,-3.01918836180643
351,-3.97469905076027
352,-2.9023655982784
353,-3.78955473186007
354,-3.93624633448096
355,-3.02596884944694
356,-3.7830374639642
357,-2.94861493373237
358,-2.96710837844502
359,-3.45439538407327
360,-3.00749660071819
361,-3.46555516317604
362,-3.87675532677278
363,-2.78761317659293
364,-2.76784854835279
365,-2.84012322731236
366,-2.35538753044306
367,-3.10636110069246
368,-3.84493418133389
369,-3.52361432739667
370,-2.87387272871046
371,-3.55092557883371
372,-3.15795596597053
373,-3.59007616646411
374,-2.89117193338584
375,-3.12802794699415
376,-3.44798198213679
377,-3.66908735243446
378,-3.21693974078566
379,-3.28663552791526
380,-3.66774477683747
381,-3.99212561123785
382,-2.60200803496101
383,-3.33307565447135
384,-3.69175886404257
385,-3.59360737187347
386,-3.3361453969076
387,-2.68033522971488
388,-3.79068138218576
389,-2.89553337588836
390,-3.92783598387399
391,-2.86533983024114
392,-2.6223287255172
393,-3.35172718435432
394,-3.32031608274998
395,-3.78970914064639
396,-3.17789390651712
397,-2.85736145994926
398,-3.77420898241688
399,-2.73297381049389
400,-3.44761961130873
401,-3.94280015717137
402,-3.72072934988797
403,-3.02290741418597
404,-3.69909754689123
405,-3.39109402361286
406,-2.81533055869897
407,-3.59481056622716
408,-3.32450491110786
409,-3.21807595739368
410,-3.79136600683447
411,-3.11556736772959
412,-2.96289050402686
413,-3.60202919257249
414,-4.05528502692747
415,-3.36621520379873
416,-3.10403313474324
417,-3.24333314732587
418,-2.85304628940429
419,-2.28525750884716
420,-2.8671407858811
421,-3.25187403720749
422,-2.96663761524869
423,-3.21934469131426
424,-3.8308586771587
425,-3.76727775686372
426,-3.98920003521855
427,-3.01066387934844
428,-3.05385343594598
429,-3.30385669292237
430,-3.43352184311769
431,-2.95356992001987
432,-3.37620397263042
433,-3.6478772420308
434,-3.60586387562021
435,-3.32701466107094
436,-2.77542318709381
437,-3.31819542851667
438,-2.80280525263106
439,-2.90907440994874
440,-2.67225133370224
441,-3.26737068892932
442,-3.63714273888409
443,-3.00900139890076
444,-2.86933693734072
445,-2.99115230237408
446,-3.1018916799759
447,-3.11136297302643
448,-3.0026140431297
449,-3.6145618936817
450,-2.47735221617087
451,-3.76088302448778
452,-3.29101195774273
453,-3.91713454983462
454,-3.13546637293317
455,-2.9971801345242
456,-3.05788787195139
457,-2.53087089016098
458,-3.138978824036
459,-3.85850524227569
460,-2.88742110485115
461,-3.28709195946685
462,-2.92057975684228
463,-2.84384699847126
464,-2.68701859230879
465,-3.25862884578375
466,-3.09375435498663
467,-2.72763984265895
468,-3.67796911356394
469,-3.07706632935546
470,-3.24968779016832
471,-3.10769816288453
472,-2.99822055034836
473,-2.99896091153007
474,-2.80966522051149
475,-3.13944810893087
476,-3.51616166662448
477,-2.76152409796568
478,-3.27661362947208
479,-3.47467852953925
480,-3.59534698281026
481,-3.10503813583639
482,-3.09928948344984
483,-3.09180971275241
484,-3.48962012944889
485,-3.02190226968941
486,-3.10964482799749
487,-3.32721406667546
488,-3.53431852922381
489,-2.97883505941192
490,-2.70002318527514
491,-2.89233867985469
492,-3.48301432405075
493,-3.05360979962136
494,-3.43926440123811
495,-3.59877426337811
496,-3.33955585420657
497,-3.3561730305218
498,-3.17302721603048
499,-3.51863053596457
500,-3.42584962848926
501,-3.74841418637755
502,-3.97557894456587
503,-3.10588378705854
504,-3.159548512253
505,-3.08272174287474
506,-2.65150665755586
507,-3.13755746149904
508,-3.44022890001835
509,-2.75510198086956
510,-3.59274924131993
511,-3.43784890769077
512,-3.25785129121708
513,-3.8007461324463
514,-3.89268754402266
515,-2.64614642780236
516,-2.90669780354859
517,-2.91712999060564
518,-2.80717205157182
519,-3.39273263138352
520,-3.95768579224242
521,-3.22376424669566
522,-2.79134054681551
523,-3.41048089798923
524,-3.72199849295126
525,-2.78284502647208
526,-3.52835918937369
527,-3.61388368795909
528,-2.93809301252051
529,-3.59635976077046
530,-3.19854024424344
531,-3.39595624349774
532,-2.85444861857052
533,-4.007512616289
534,-3.55179229892986
535,-3.3332774516266
536,-3.29854411891808
537,-3.01854798481714
538,-3.64580398100868
539,-3.7515907828568
540,-3.74114228536155
541,-3.52824878252107
542,-2.81349803784479
543,-3.87109470395441
544,-2.90915205050204
545,-3.39300968868044
546,-2.70857328055395
547,-3.22787125915003
548,-3.15016202353779
549,-2.64715221578657
550,-3.20019838626855
551,-3.38485470999262
552,-3.27321974538874
553,-2.90970624309358
554,-3.46860855039853
555,-3.23916748549378
556,-3.63282402174363
557,-2.44405102185652
558,-3.72991783643993
559,-3.70180221603044
560,-3.26475883856722
561,-3.97369722701024
562,-3.9974931504545
563,-2.73190592448573
564,-3.25280319168316
565,-3.68903197516904
566,-2.98305651867638
567,-3.35042732300708
568,-3.28266694014211
569,-3.08282945109785
570,-3.29023163601817
571,-3.61575602180211
572,-3.71548034523943
573,-2.88436224441349
574,-2.81837696444664
575,-2.56298432424813
576,-2.93447689371723
577,-3.44979686564957
578,-3.38340267778684
579,-3.69372505202682
580,-3.05715551518377
581,-3.3003061106691
582,-3.02552857005455
583,-3.20519566514973
584,-3.55387347868033
585,-3.08881772774392
586,-2.96567578381964
587,-2.72202483041367
588,-3.71713215080781
589,-3.5518707048006
590,-3.69908255508042
591,-3.28947671304021
592,-3.07468216292893
593,-2.84024747119192
594,-3.10709861093161
595,-2.91820492330295
596,-2.9627376396253
597,-3.07002946135496
598,-3.55454723529583
599,-3.33352667935355
600,-2.82432626515428
601,-3.36501933015295
602,-3.26986778831225
603,-2.80398196269409
604,-3.41181294375744
605,-3.51303537552689
606,-3.53575320173377
607,-2.74926697919104
608,-3.22395043673145
609,-3.20211871479011
610,-3.50406681356768
611,-3.95341587298918
612,-3.44320720623045
613,-4.10708753150528
614,-2.6286227038127
615,-2.88416278741911
616,-2.90167186645387
617,-3.22600186646762
618,-3.39579813143634
619,-3.63979500012053
620,-3.91215930546842
621,-3.16076565157128
622,-2.88312872015705
623,-3.16059406079908
624,-3.33273268150297
625,-3.70458235784425
626,-3.90274905434945
627,-2.67249745430912
628,-4.14868393149416
629,-3.80744871118595
630,-3.0293072583693
631,-2.86982526217052
632,-3.10269791805148
633,-2.55588122875759
634,-3.05051154192169
635,-3.05501891277762
636,-2.66361224965971
637,-3.36588551969238
638,-2.96480100031474
639,-3.79991314112324
640,-3.18821314969914
641,-3.29416057149336
642,-2.67055243267369
643,-3.43708514019476
644,-3.49526637817804
645,-3.56689512261182
646,-3.67100620520605
647,-3.7976942757594
648,-3.13085470365362
649,-3.41513626743982
650,-3.04227623264462
651,-2.51479257062279
652,-3.4714493226273
653,-3.16407351475859
654,-3.01921241414393
655,-4.04139010722966
656,-2.87161810280053
657,-3.38671748910756
658,-3.28200764980671
659,-2.97243326719942
660,-3.50667772096628
661,-3.00775099846216
662,-2.77383297515632
663,-3.53443121304553
664,-2.96933561290299
665,-3.7433292782261
666,-3.61153783549627
667,-3.05269444503908
668,-3.48065252411825
669,-2.9778154650248
670,-2.89267551287454
671,-2.9580615022791
672,-3.07660750615715
673,-3.18516329713809
674,-3.78077120580815
675,-2.73619799477457
676,-4.15528451324756
677,-3.37440508343854
678,-3.00163092634205
679,-3.07481729037036
680,-3.40590880729549
681,-3.80907324410766
682,-3.43755487143574
683,-3.72002029463175
684,-2.83456840949375
685,-3.07108786107695
686,-3.67776736483983
687,-3.40442693417937
688,-3.26397304433145
689,-3.19683939716098
690,-3.45193512981157
691,-3.28178283097016
692,-3.6690315461716
693,-3.38507741373025
694,-3.12238959025452
695,-3.78485151051568
696,-3.14298561807925
697,-3.01642857551867
698,-3.0697836959576
699,-3.61443349908709
700,-3.84948129065579
701,-3.16376609453418
702,-2.8514744925902
703,-2.849663325441
704,-3.88957536343592
705,-3.00045871365484
706,-3.46706544812707
707,-2.82188436545117
708,-3.34761448865137
709,-3.06433388497704
710,-3.39861096446927
711,-4.02509768666036
712,-3.68895770224879
713,-2.53654877960166
714,-3.02362370683759
715,-2.70789220655052
716,-3.63878389139821
717,-3.84579810337263
718,-3.99756331667585
719,-2.98055924737556
720,-3.81573740506717
721,-3.96414771236791
722,-3.42043971168009
723,-3.89190947224928
724,-3.32930037655617
725,-3.85049504323727
726,-3.2068172844296
727,-3.24633184705948
728,-3.03729114388083
729,-3.55581057581381
730,-2.68836197028323
731,-3.93019365539157
732,-2.7459762473688
733,-3.15410136754857
734,-3.53046550027629
735,-2.724737881401
736,-2.60331037599206
737,-3.38973291351233
738,-3.32707897324056
739,-3.84453078206055
740,-2.87501586945098
741,-3.80541782947039
742,-3.37960307573446
743,-2.76415830520746
744,-3.1960488533169
745,-3.28564879381038
746,-3.34646077162948
747,-2.97568806535625
748,-3.70869256554916
749,-3.50142046257246
750,-3.21422907424088
751,-3.63020075397364
752,-3.35002802798845
753,-3.42242219661297
754,-2.92763864181543
755,-3.83850933265712
756,-2.73574755859158
757,-3.16917740804523
758,-3.0067939636215
759,-3.6637414556491
760,-3.37662367172086
761,-3.87406041135122
762,-2.5974154760826
763,-3.21862577064785
764,-3.74859820614719
765,-3.12502258385422
766,-3.53682636929129
767,-3.68208183057756
768,-3.54418444043036
769,-2.99997466423528
770,-3.08726961320602
771,-3.3303096814592
772,-3.44808966311957
773,-3.07302918226404
774,-3.82268585248647
775,-2.97985772489164
776,-3.04023004152848
777,-3.79612854699663
778,-3.31928097435341
779,-3.01399072112016
780,-3.78226233894996
781,-4.10238065430086
782,-3.71101963467574
783,-3.51051292453714
784,-2.82598641902721
785,-3.07669266588181
786,-3.18516215125188
787,-2.98118263345457
788,-3.65558413819463
789,-3.27259277057132
790,-3.10121370519134
791,-3.57463396023222
792,-2.97915562797347
793,-2.47102929229405
794,-3.1466840208717
795,-3.62134806986581
796,-3.2022946161891
797,-3.23395760463062
798,-2.88806331612046
799,-3.59561204880676
800,-3.96977021779285
801,-3.73057217200283
802,-3.37345445806024
803,-2.97850211668825
804,-2.89610769476344
805,-2.89523059386885
806,-3.24697147438348
807,-3.27314909789448
808,-3.95676883330541
809,-2.95966293708603
810,-3.23778668419659
811,-3.32101382748812
812,-4.13710807819784
813,-4.1441682679311
814,-2.91446475156086
815,-3.4104191666511
816,-3.48045545259488
817,-3.90086216585626
818,-3.03232702619369
819,-2.44838389674017
820,-3.54405584088172
821,-3.40108627372288
822,-3.00386658551774
823,-3.18264365840161
824,-2.22642907687131
825,-2.76941202387898
826,-2.99043700314784
827,-3.51628096014457
828,-3.75029578040068
829,-2.74908195947663
830,-4.28322971864838
831,-2.73734842688322
832,-2.79687155299013
833,-3.55942861119994
834,-2.94514433383412
835,-3.40730774834986
836,-3.13572271818894
837,-3.29756614745346
838,-2.87070446728554
839,-3.11989578900857
840,-2.56221926085277
841,-3.97725620730937
842,-2.90447662635545
843,-2.73404760467163
844,-3.20383519001301
845,-3.92276600570318
846,-3.50082060390889
847,-3.0260697559819
848,-3.43400246381042
849,-3.25963458391107
850,-2.84789334930633
851,-3.12877790439242
852,-3.45565720956682
853,-4.01184067649291
854,-3.10339080396771
855,-2.58007036599695
856,-2.92515839359626
857,-3.44102091136788
858,-3.23799312663134
859,-2.94580753263119
860,-3.43113744434479
861,-2.97424439081075
862,-2.8973006299579
863,-3.57664542213949
864,-3.52525460751187
865,-3.54475510423453
866,-3.29791813809172
867,-2.85173643850849
868,-3.15970704214037
869,-3.08842055779677
870,-3.08056680122946
871,-3.01777352891853
872,-3.24485872993683
873,-3.50216523061492
874,-3.85699715028904
875,-3.47475541225915
876,-2.74627197022307
877,-2.9768355770911
878,-2.94811512564676
879,-3.44668304792451
880,-3.83536725363124
881,-3.04733214263523
882,-3.80936919185867
883,-3.13188414896744
884,-3.34570485060933
885,-3.39797982071177
886,-3.63504022763795
887,-2.98689754315649
888,-3.87895510787412
889,-3.06943233677227
890,-3.72004446720966
891,-3.23609668026752
892,-4.25721212102165
893,-2.75550386712159
894,-3.29489445635132
895,-2.65609230459668
896,-3.64229587799747
897,-3.06361652073015
898,-2.67292743651796
899,-3.11640953402907
900,-3.66448337613171
901,-3.46841091831785
902,-3.36502819412498
903,-2.85910959078379
904,-3.09976776591736
905,-3.19018118151733
906,-3.22130526743875
907,-3.47068047046721
908,-3.61630151127739
909,-2.8438602354077
910,-3.78372280064238
911,-3.66768727649396
912,-3.90739196534109
913,-3.91247503069316
914,-2.64393269300235
915,-3.07644005438788
916,-2.6783620815131
917,-3.20098977940438
918,-3.88639785543833
919,-3.50301891755517
920,-3.2658901370856
921,-3.06602339650025
922,-2.79850371416208
923,-2.65902511474239
924,-2.64143351422234
925,-3.26706937466869
926,-3.95890266973578
927,-3.26627701954858
928,-3.30670073640362
929,-3.73041866919731
930,-3.70563659055814
931,-2.75857989849292
932,-3.17516566013948
933,-3.01860056320163
934,-3.31844414189054
935,-3.59477834022231
936,-3.29758232818088
937,-3.0634897340587
938,-2.91839844347742
939,-3.82146787429494
940,-2.98203138211243
941,-3.51426659874597
942,-3.31452867879036
943,-2.80629662690469
944,-3.57298700046778
945,-3.92125328441171
946,-2.99521379719347
947,-3.01764112206195
948,-3.39622765140639
949,-2.80164151272011
950,-3.52295598861493
951,-3.6239228040991
952,-3.72487804436352
953,-3.41585289247233
954,-3.15596627645341
955,-3.47544102871433
956,-2.71880452994483
957,-3.43581169850243
958,-2.68478692800834
959,-2.92232152386261
960,-3.73317160671707
961,-3.24736885817094
962,-3.43523160858939
963,-2.99998599774256
964,-3.44721307396376
965,-3.50961258560245
966,-2.91383750628347
967,-3.62715073571293
968,-2.69654512614805
969,-3.27468786076358
970,-3.2052794380714
971,-3.34093364401136
972,-3.06778829934563
973,-2.65444660865953
974,-2.83500695052356
975,-3.53178235345264
976,-3.51044970705428
977,-3.67972696504672
978,-3.51611010194035
979,-2.89276314573001
980,-3.03611079547537
981,-3.87497505522709
982,-3.32561755024461
983,-3.39911271136208
984,-3.53953347101495
985,-2.80430334141366
986,-3.0397275817428
987,-3.22063351832007
988,-3.20995500875511
989,-3.09370593121298
990,-3.08592653369559
991,-3.6379385259086
992,-3.86172255865123
993,-2.77823420528606
994,-3.00147111948337
995,-3.31655814432129
996,-3.5621880008188
997,-3.76745485830276
998,-3.23581293769406
999,-3.65569682127556
1000,-3.68936544746737
1001,-2.75836980861597
1002,-3.42950474051947
1003,-3.4225300651752
1004,-3.07675782960845
1005,-3.37423607309072
1006,-3.73665925043211
1007,-2.93151662779702
1008,-3.50045526127117
1009,-2.99277079301674
1010,-3.00728435996437
1011,-2.23746688772819
1012,-3.26948629610527
1013,-3.81830495245
1014,-2.82481946351395
1015,-3.42759637028395
1016,-3.53015529288908
1017,-2.94595658742445
1018,-3.09127886249325
1019,-3.79976941946682
1020,-3.56249079027321
1021,-3.17866896112526
1022,-3.45855912667822
1023,-3.834232277485
1024,-2.7906628406292
1025,-2.95261613132526
1026,-2.95105004187802
1027,-3.57124411095983
1028,-2.94077383783516
1029,-3.0318328867736
1030,-3.56785971514452
1031,-4.12231280953567
1032,-2.98029391066337
1033,-3.12479765658477
1034,-3.71932677419383
1035,-3.98650531335946
1036,-3.86110997768469
1037,-3.84048083694634
1038,-4.07669458644138
1039,-3.51564718590561
1040,-4.11069151736447
1041,-3.24518916565801
1042,-3.44946847411405
1043,-3.41335101525778
1044,-3.04579690028774
1045,-3.04408954227364
1046,-3.4000532068089
1047,-3.48900205026453
1048,-3.73024193438228
1049,-3.57295214269673
1050,-3.49697546655163
1051,-3.61167202851171
1052,-2.81188270878127
1053,-3.28663603045843
1054,-2.91837694058601
1055,-3.23499121152286
1056,-3.22818870150061
1057,-3.20166392559105
1058,-3.11486781555582
1059,-3.03578283477664
1060,-3.84773342430326
1061,-3.20814839719356
1062,-2.7816500046484
1063,-3.64687720623112
1064,-3.9059497003274
1065,-3.27691323720023
1066,-2.91754787636276
1067,-3.19655197844474
1068,-3.86890747528498
1069,-2.34904746335454
1070,-3.98827141927214
1071,-3.34985751619669
1072,-3.71114483494964
1073,-3.88991664867072
1074,-3.90017661355092
1075,-3.12747178036335
1076,-2.56830804327618
1077,-2.87479909302263
1078,-3.14717404803741
1079,-2.69384595876282
1080,-3.15772700799569
1081,-3.37563044157669
1082,-3.15620067506037
1083,-3.00561426598338
1084,-3.03629880229891
1085,-2.73499197142022
1086,-3.12353484000554
1087,-3.31601691667777
1088,-3.94312345686044
1089,-2.78735178206649
1090,-2.97279957988215
1091,-3.68583169715685
1092,-3.14959695466369
1093,-2.95931421772622
1094,-3.15109937991344
1095,-3.66198031414824
1096,-3.44324199301448
1097,-2.94562210158622
1098,-3.32160840928898
1099,-3.00393120368197
1100,-3.04510688417231
1101,-2.57900000571683
1102,-3.10842474951861
1103,-3.3982641536515
1104,-3.10319677791557
1105,-3.4068875275582
1106,-3.45063356910819
1107,-3.03569122827845
1108,-3.92536464243724
1109,-2.95011757722056
1110,-3.80312928263904
1111,-3.17805783244375
1112,-3.18528655937465
1113,-2.94470924241273
1114,-3.25380505034902
1115,-3.64655106030514
1116,-3.19540135672278
1117,-3.96975247030375
1118,-3.54522924690477
1119,-3.02029165891567
1120,-2.99567735332121
1121,-4.02372697341626
1122,-3.69445110650145
1123,-2.55383855136747
1124,-2.90371479563536
1125,-3.40462774313255
1126,-3.46823091885098
1127,-3.60526171973862
1128,-3.36944832730757
1129,-3.06655694191169
1130,-2.97657725106059
1131,-3.11990858967441
1132,-3.10990669947543
1133,-3.39510767196176
1134,-3.36644123120195
1135,-3.57741133718764
1136,-3.70067674868534
1137,-3.34073075602629
1138,-2.99263586511753
1139,-3.34283123231554
1140,-3.42789053458898
1141,-2.75751415866576
1142,-4.12916453219307
1143,-3.68227306189243
1144,-3.42097244299691
1145,-3.08215420957769
1146,-3.7570260620618
1147,-2.76361428288222
1148,-3.93560866896037
1149,-3.65765268186572
1150,-3.64950997242249
1151,-3.36126907778825
1152,-3.11690338593667
1153,-3.11043506011696
1154,-3.56849730437693
1155,-2.97128749409248
1156,-3.17273315867158
1157,-3.32657986993908
1158,-3.56503971870813
1159,-3.06128048434403
1160,-3.55240301465905
1161,-3.57204504269425
1162,-3.79908696978145
1163,-3.71260197314329
1164,-3.28157132376764
1165,-3.31110076433226
1166,-3.74687892461394
1167,-2.77046525218516
1168,-3.23925343548902
1169,-3.74487901212265
1170,-2.99824552518292
1171,-3.32941289053227
1172,-3.09505560960417
1173,-2.98608007588531
1174,-3.35957577498405
1175,-3.18706692266945
1176,-3.81275933149663
1177,-3.94381984505749
1178,-3.64679441568654
1179,-3.36249541789635
1180,-3.67624894215246
1181,-3.05839108391283
1182,-2.8605766013094
1183,-3.21312580643157
1184,-3.86271605380164
1185,-2.88081084401124
1186,-3.58347061502436
1187,-3.47878125178553
1188,-3.2823238512265
1189,-2.88250683931434
1190,-2.92473679504672
1191,-3.62203971379155
1192,-2.86468089373299
1193,-3.85595099328995
1194,-3.27887710879101
1195,-3.66891642856468
1196,-3.18438352090436
1197,-3.00684980074961
1198,-2.80044441513181
1199,-2.95561428360771
1200,-2.74314293054428
1201,-3.4190649683889
1202,-3.52907749800053
1203,-2.92815070865537
1204,-3.54337775318031
1205,-3.32962464310503
1206,-3.99492796180742
1207,-3.73956242427122
1208,-3.76532287790598
1209,-3.30116291582906
1210,-3.52503306614101
1211,-2.84888786786502
1212,-2.92256378476099
1213,-3.47390020165704
1214,-3.02204105219324
1215,-3.3752543058282
1216,-3.08097012553703
1217,-2.80698329834588
1218,-3.1254119482303
1219,-3.77763157375407
1220,-3.70666670285175
1221,-3.06986681887447
1222,-3.10856362132847
1223,-2.7783565977069
1224,-3.17457111325938
1225,-3.13495353882501
1226,-3.10385870006772
1227,-2.88415445036839
1228,-3.78092064069494
1229,-2.64395314507828
1230,-4.13012741192832
1231,-3.91878438304422
1232,-2.9114140336427
1233,-3.11173103269568
1234,-3.2541811473037
1235,-3.64002631385766
1236,-2.84776871375127
1237,-3.25665173115544
1238,-2.87894786988792
1239,-3.57956042399036
1240,-2.79175043213611
1241,-3.37414468841742
1242,-3.02280412371197
1243,-3.45899272496356
1244,-3.00897679854734
1245,-3.12577436681807
1246,-2.96312976101168
1247,-3.840500138369
1248,-2.66369326984239
